Student Name: William Collins
line 1: op1 = -489.11, op2 = 432.89, op = '+', result = -56.219
line 354: op1 = 80.65, op2 = -97.19, op = '+', result = -16.543
line 353: op1 = -199.44, op2 = 312.17, op = '*', result = -62259.386
line 354: op1 = 80.65, op2 = -97.19, op = '-', result = 177.833
line 354: op1 = 80.65, op2 = -97.19, op = '*', result = -7837.744
line 355: op1 = -28.19, op2 = -11.44, op = '+', result = -39.628
line 350: op1 = 163.73, op2 = 19.26, op = '/', result = 8.500
line 356: op1 = 686.51, op2 = 644.48, op = '+', result = 1330.992
line 351: op1 = 337.63, op2 = 295.42, op = '/', result = 1.143
line 355: op1 = -28.19, op2 = -11.44, op = '-', result = -16.750
line 355: op1 = -28.19, op2 = -11.44, op = '*', result = 322.456
line 357: op1 = 126.68, op2 = -178.84, op = '+', result = -52.163
line 352: op1 = 367.83, op2 = -568.47, op = '/', result = -0.647
line 356: op1 = 686.51, op2 = 644.48, op = '-', result = 42.031
line 356: op1 = 686.51, op2 = 644.48, op = '*', result = 442443.161
line 358: op1 = -121.31, op2 = -49.28, op = '+', result = -170.592
line 353: op1 = -199.44, op2 = 312.17, op = '/', result = -0.639
line 357: op1 = 126.68, op2 = -178.84, op = '-', result = 305.525
line 357: op1 = 126.68, op2 = -178.84, op = '*', result = -22656.110
line 359: op1 = -808.01, op2 = 263.48, op = '+', result = -544.527
line 358: op1 = -121.31, op2 = -49.28, op = '*', result = 5978.410
line 354: op1 = 80.65, op2 = -97.19, op = '/', result = -0.830
line 358: op1 = -121.31, op2 = -49.28, op = '-', result = -72.028
line 360: op1 = -33.83, op2 = -126.30, op = '+', result = -160.133
line 359: op1 = -808.01, op2 = 263.48, op = '*', result = -212894.514
line 359: op1 = -808.01, op2 = 263.48, op = '-', result = -1071.489
line 361: op1 = -3.39, op2 = 1.04, op = '+', result = -2.344
line 360: op1 = -33.83, op2 = -126.30, op = '*', result = 4272.923
line 355: op1 = -28.19, op2 = -11.44, op = '/', result = 2.464
line 360: op1 = -33.83, op2 = -126.30, op = '-', result = 92.471
line 362: op1 = 434.69, op2 = -302.73, op = '+', result = 131.961
line 361: op1 = -3.39, op2 = 1.04, op = '*', result = -3.526
line 356: op1 = 686.51, op2 = 644.48, op = '/', result = 1.065
line 361: op1 = -3.39, op2 = 1.04, op = '-', result = -4.427
line 363: op1 = -298.75, op2 = -657.26, op = '+', result = -956.015
line 362: op1 = 434.69, op2 = -302.73, op = '*', result = -131596.766
line 364: op1 = 303.14, op2 = 211.11, op = '+', result = 514.248
line 357: op1 = 126.68, op2 = -178.84, op = '/', result = -0.708
line 362: op1 = 434.69, op2 = -302.73, op = '-', result = 737.428
line 363: op1 = -298.75, op2 = -657.26, op = '*', result = 196359.700
line 365: op1 = 299.90, op2 = -282.26, op = '+', result = 17.641
line 358: op1 = -121.31, op2 = -49.28, op = '/', result = 2.462
line 363: op1 = -298.75, op2 = -657.26, op = '-', result = 358.506
line 364: op1 = 303.14, op2 = 211.11, op = '*', result = 63995.776
line 366: op1 = 49.35, op2 = 126.13, op = '+', result = 175.482
line 359: op1 = -808.01, op2 = 263.48, op = '/', result = -3.067
line 364: op1 = 303.14, op2 = 211.11, op = '-', result = 92.023
line 365: op1 = 299.90, op2 = -282.26, op = '*', result = -84651.709
line 367: op1 = -77.17, op2 = 27.78, op = '+', result = -49.391
line 360: op1 = -33.83, op2 = -126.30, op = '/', result = 0.268
line 365: op1 = 299.90, op2 = -282.26, op = '-', result = 582.167
line 361: op1 = -3.39, op2 = 1.04, op = '/', result = -3.250
line 366: op1 = 49.35, op2 = 126.13, op = '*', result = 6224.956
line 368: op1 = 315.21, op2 = 185.89, op = '+', result = 501.100
line 366: op1 = 49.35, op2 = 126.13, op = '-', result = -76.773
line 362: op1 = 434.69, op2 = -302.73, op = '/', result = -1.436
line 367: op1 = -77.17, op2 = 27.78, op = '*', result = -2144.039
line 369: op1 = -140.20, op2 = 97.72, op = '+', result = -42.485
line 367: op1 = -77.17, op2 = 27.78, op = '-', result = -104.955
line 363: op1 = -298.75, op2 = -657.26, op = '/', result = 0.455
line 368: op1 = 315.21, op2 = 185.89, op = '*', result = 58594.703
line 370: op1 = -3.61, op2 = -14.12, op = '+', result = -17.730
line 368: op1 = 315.21, op2 = 185.89, op = '-', result = 129.316
line 364: op1 = 303.14, op2 = 211.11, op = '/', result = 1.436
line 369: op1 = -140.20, op2 = 97.72, op = '*', result = -13699.944
line 371: op1 = -456.14, op2 = 404.64, op = '+', result = -51.500
line 369: op1 = -140.20, op2 = 97.72, op = '-', result = -237.918
line 372: op1 = 304.19, op2 = -356.34, op = '+', result = -52.148
line 365: op1 = 299.90, op2 = -282.26, op = '/', result = -1.063
line 370: op1 = -3.61, op2 = -14.12, op = '*', result = 50.989
line 370: op1 = -3.61, op2 = -14.12, op = '-', result = 10.506
line 373: op1 = -109.22, op2 = 162.56, op = '+', result = 53.342
line 366: op1 = 49.35, op2 = 126.13, op = '/', result = 0.391
line 371: op1 = -456.14, op2 = 404.64, op = '*', result = -184573.007
line 371: op1 = -456.14, op2 = 404.64, op = '-', result = -860.781
line 374: op1 = -120.84, op2 = -6.12, op = '+', result = -126.955
line 367: op1 = -77.17, op2 = 27.78, op = '/', result = -2.778
line 372: op1 = 304.19, op2 = -356.34, op = '*', result = -108397.365
line 372: op1 = 304.19, op2 = -356.34, op = '-', result = 660.537
line 375: op1 = 599.42, op2 = 275.59, op = '+', result = 875.013
line 368: op1 = 315.21, op2 = 185.89, op = '/', result = 1.696
line 373: op1 = -109.22, op2 = 162.56, op = '*', result = -17755.835
line 369: op1 = -140.20, op2 = 97.72, op = '/', result = -1.435
line 373: op1 = -109.22, op2 = 162.56, op = '-', result = -271.788
line 376: op1 = -194.20, op2 = -122.65, op = '+', result = -316.853
line 374: op1 = -120.84, op2 = -6.12, op = '*', result = 739.316
line 370: op1 = -3.61, op2 = -14.12, op = '/', result = 0.256
line 374: op1 = -120.84, op2 = -6.12, op = '-', result = -114.718
line 377: op1 = -136.94, op2 = 2.40, op = '+', result = -134.535
line 375: op1 = 599.42, op2 = 275.59, op = '*', result = 165196.459
line 371: op1 = -456.14, op2 = 404.64, op = '/', result = -1.127
line 375: op1 = 599.42, op2 = 275.59, op = '-', result = 323.824
line 378: op1 = -30.24, op2 = 25.99, op = '+', result = -4.252
line 376: op1 = -194.20, op2 = -122.65, op = '*', result = 23819.134
line 372: op1 = 304.19, op2 = -356.34, op = '/', result = -0.854
line 376: op1 = -194.20, op2 = -122.65, op = '-', result = -71.547
line 379: op1 = -15.51, op2 = 89.19, op = '+', result = 73.675
line 377: op1 = -136.94, op2 = 2.40, op = '*', result = -328.980
line 380: op1 = 527.24, op2 = -553.60, op = '+', result = -26.362
line 373: op1 = -109.22, op2 = 162.56, op = '/', result = -0.672
line 377: op1 = -136.94, op2 = 2.40, op = '-', result = -139.340
line 378: op1 = -30.24, op2 = 25.99, op = '*', result = -785.786
line 381: op1 = -578.32, op2 = 189.45, op = '+', result = -388.867
line 374: op1 = -120.84, op2 = -6.12, op = '/', result = 19.750
line 378: op1 = -30.24, op2 = 25.99, op = '-', result = -56.225
line 379: op1 = -15.51, op2 = 89.19, op = '*', result = -1383.330
line 382: op1 = 99.52, op2 = 0.00, op = '+', result = 99.520
line 375: op1 = 599.42, op2 = 275.59, op = '/', result = 2.175
line 379: op1 = -15.51, op2 = 89.19, op = '-', result = -104.697
line 380: op1 = 527.24, op2 = -553.60, op = '*', result = -291876.885
line 383: op1 = -290.20, op2 = -18.33, op = '+', result = -308.525
line 376: op1 = -194.20, op2 = -122.65, op = '/', result = 1.583
line 380: op1 = 527.24, op2 = -553.60, op = '-', result = 1080.834
line 381: op1 = -578.32, op2 = 189.45, op = '*', result = -109560.859
line 381: op1 = -578.32, op2 = 189.45, op = '-', result = -767.764
line 384: op1 = 301.65, op2 = -24.00, op = '+', result = 277.657
line 377: op1 = -136.94, op2 = 2.40, op = '/', result = -57.000
line 382: op1 = 99.52, op2 = 0.00, op = '*', result = 0.000
line 382: op1 = 99.52, op2 = 0.00, op = '-', result = 99.520
line 385: op1 = -476.02, op2 = -818.75, op = '+', result = -1294.770
line 378: op1 = -30.24, op2 = 25.99, op = '/', result = -1.164
line 383: op1 = -290.20, op2 = -18.33, op = '*', result = 5318.801
line 383: op1 = -290.20, op2 = -18.33, op = '-', result = -271.869
line 386: op1 = -353.45, op2 = 227.88, op = '+', result = -125.568
line 379: op1 = -15.51, op2 = 89.19, op = '/', result = -0.174
line 384: op1 = 301.65, op2 = -24.00, op = '*', result = -7238.158
line 384: op1 = 301.65, op2 = -24.00, op = '-', result = 325.647
line 387: op1 = -260.68, op2 = 743.71, op = '+', result = 483.029
line 380: op1 = 527.24, op2 = -553.60, op = '/', result = -0.952
line 388: op1 = 448.56, op2 = 439.93, op = '+', result = 888.490
line 385: op1 = -476.02, op2 = -818.75, op = '*', result = 389741.089
line 385: op1 = -476.02, op2 = -818.75, op = '-', result = 342.733
line 381: op1 = -578.32, op2 = 189.45, op = '/', result = -3.053
line 389: op1 = 76.21, op2 = -579.23, op = '+', result = -503.012
line 386: op1 = -353.45, op2 = 227.88, op = '*', result = -80545.574
line 386: op1 = -353.45, op2 = 227.88, op = '-', result = -581.334
line 382: op1 = 99.52, op2 = 0.00, op = '/', result = 0.000
line 390: op1 = -154.16, op2 = -175.19, op = '+', result = -329.350
line 387: op1 = -260.68, op2 = 743.71, op = '*', result = -193872.707
line 387: op1 = -260.68, op2 = 743.71, op = '-', result = -1004.394
line 383: op1 = -290.20, op2 = -18.33, op = '/', result = 15.833
line 391: op1 = 330.57, op2 = -445.00, op = '+', result = -114.427
line 388: op1 = 448.56, op2 = 439.93, op = '*', result = 197335.165
line 388: op1 = 448.56, op2 = 439.93, op = '-', result = 8.626
line 384: op1 = 301.65, op2 = -24.00, op = '/', result = -12.571
line 389: op1 = 76.21, op2 = -579.23, op = '-', result = 655.440
line 392: op1 = 685.29, op2 = 145.12, op = '+', result = 830.412
line 389: op1 = 76.21, op2 = -579.23, op = '*', result = -44145.115
line 385: op1 = -476.02, op2 = -818.75, op = '/', result = 0.581
line 390: op1 = -154.16, op2 = -175.19, op = '-', result = 21.022
line 393: op1 = -73.75, op2 = 113.61, op = '+', result = 39.863
line 390: op1 = -154.16, op2 = -175.19, op = '*', result = 27007.418
line 386: op1 = -353.45, op2 = 227.88, op = '/', result = -1.551
line 391: op1 = 330.57, op2 = -445.00, op = '-', result = 775.563
line 394: op1 = 309.11, op2 = -256.80, op = '+', result = 52.312
line 391: op1 = 330.57, op2 = -445.00, op = '*', result = -147101.058
line 387: op1 = -260.68, op2 = 743.71, op = '/', result = -0.351
line 392: op1 = 685.29, op2 = 145.12, op = '-', result = 540.171
line 395: op1 = 86.51, op2 = 108.94, op = '+', result = 195.448
line 392: op1 = 685.29, op2 = 145.12, op = '*', result = 99449.899
line 396: op1 = 297.94, op2 = -397.25, op = '+', result = -99.313
line 388: op1 = 448.56, op2 = 439.93, op = '/', result = 1.020
line 393: op1 = -73.75, op2 = 113.61, op = '-', result = -187.354
line 393: op1 = -73.75, op2 = 113.61, op = '*', result = -8378.150
line 397: op1 = 812.43, op2 = -848.54, op = '+', result = -36.108
line 389: op1 = 76.21, op2 = -579.23, op = '/', result = -0.132
line 394: op1 = 309.11, op2 = -256.80, op = '-', result = 565.918
line 394: op1 = 309.11, op2 = -256.80, op = '*', result = -79381.695
line 398: op1 = -87.05, op2 = -87.05, op = '+', result = -174.100
line 390: op1 = -154.16, op2 = -175.19, op = '/', result = 0.880
line 395: op1 = 86.51, op2 = 108.94, op = '-', result = -22.428
line 395: op1 = 86.51, op2 = 108.94, op = '*', result = 9424.247
line 391: op1 = 330.57, op2 = -445.00, op = '/', result = -0.743
line 396: op1 = 297.94, op2 = -397.25, op = '-', result = 695.191
line 396: op1 = 297.94, op2 = -397.25, op = '*', result = -118356.772
line 399: op1 = 710.73, op2 = -602.15, op = '+', result = 108.584
line 397: op1 = 812.43, op2 = -848.54, op = '*', result = -689380.182
line 392: op1 = 685.29, op2 = 145.12, op = '/', result = 4.722
line 397: op1 = 812.43, op2 = -848.54, op = '-', result = 1660.971
line 400: op1 = -202.11, op2 = 171.01, op = '+', result = -31.093
line 398: op1 = -87.05, op2 = -87.05, op = '*', result = 7577.719
line 393: op1 = -73.75, op2 = 113.61, op = '/', result = -0.649
line 398: op1 = -87.05, op2 = -87.05, op = '-', result = 0.000
line 401: op1 = -133.86, op2 = -140.55, op = '+', result = -274.416
line 394: op1 = 309.11, op2 = -256.80, op = '/', result = -1.204
line 402: op1 = -196.67, op2 = -187.59, op = '+', result = -384.257
line 399: op1 = 710.73, op2 = -602.15, op = '*', result = -427965.800
line 395: op1 = 86.51, op2 = 108.94, op = '/', result = 0.794
line 399: op1 = 710.73, op2 = -602.15, op = '-', result = 1312.880
line 403: op1 = -645.80, op2 = 769.66, op = '+', result = 123.853
line 400: op1 = -202.11, op2 = 171.01, op = '*', result = -34562.656
line 404: op1 = 69.99, op2 = -14.65, op = '+', result = 55.344
line 396: op1 = 297.94, op2 = -397.25, op = '/', result = -0.750
line 400: op1 = -202.11, op2 = 171.01, op = '-', result = -373.118
line 401: op1 = -133.86, op2 = -140.55, op = '*', result = 18814.870
line 405: op1 = -116.92, op2 = -51.45, op = '+', result = -168.368
line 397: op1 = 812.43, op2 = -848.54, op = '/', result = -0.957
line 401: op1 = -133.86, op2 = -140.55, op = '-', result = 6.693
line 402: op1 = -196.67, op2 = -187.59, op = '*', result = 36892.781
line 406: op1 = -575.49, op2 = 761.91, op = '+', result = 186.425
line 398: op1 = -87.05, op2 = -87.05, op = '/', result = 1.000
line 402: op1 = -196.67, op2 = -187.59, op = '-', result = -9.077
line 403: op1 = -645.80, op2 = 769.66, op = '*', result = -497047.095
line 407: op1 = 47.65, op2 = -56.50, op = '+', result = -8.849
line 403: op1 = -645.80, op2 = 769.66, op = '-', result = -1415.460
line 404: op1 = 69.99, op2 = -14.65, op = '*', result = -1025.413
line 408: op1 = 144.28, op2 = -86.57, op = '+', result = 57.713
line 405: op1 = -116.92, op2 = -51.45, op = '*', result = 6015.168
line 399: op1 = 710.73, op2 = -602.15, op = '/', result = -1.180
line 404: op1 = 69.99, op2 = -14.65, op = '-', result = 84.644
line 409: op1 = -145.16, op2 = 54.08, op = '+', result = -91.079
line 406: op1 = -575.49, op2 = 761.91, op = '*', result = -438470.371
line 400: op1 = -202.11, op2 = 171.01, op = '/', result = -1.182
line 405: op1 = -116.92, op2 = -51.45, op = '-', result = -65.477
line 410: op1 = 133.98, op2 = 108.46, op = '+', result = 242.444
line 407: op1 = 47.65, op2 = -56.50, op = '*', result = -2692.072
line 401: op1 = -133.86, op2 = -140.55, op = '/', result = 0.952
line 406: op1 = -575.49, op2 = 761.91, op = '-', result = -1337.399
line 411: op1 = 61.01, op2 = 514.23, op = '+', result = 575.241
line 408: op1 = 144.28, op2 = -86.57, op = '*', result = -12490.470
line 402: op1 = -196.67, op2 = -187.59, op = '/', result = 1.048
line 407: op1 = 47.65, op2 = -56.50, op = '-', result = 104.147
line 403: op1 = -645.80, op2 = 769.66, op = '/', result = -0.839
line 412: op1 = 414.55, op2 = -119.87, op = '+', result = 294.678
line 409: op1 = -145.16, op2 = 54.08, op = '*', result = -7849.907
line 408: op1 = 144.28, op2 = -86.57, op = '-', result = 230.852
line 404: op1 = 69.99, op2 = -14.65, op = '/', result = -4.778
line 413: op1 = 270.44, op2 = 58.39, op = '+', result = 328.828
line 410: op1 = 133.98, op2 = 108.46, op = '*', result = 14531.910
line 409: op1 = -145.16, op2 = 54.08, op = '-', result = -199.236
line 405: op1 = -116.92, op2 = -51.45, op = '/', result = 2.273
line 414: op1 = -217.87, op2 = -38.90, op = '+', result = -256.773
line 411: op1 = 61.01, op2 = 514.23, op = '*', result = 31373.442
line 410: op1 = 133.98, op2 = 108.46, op = '-', result = 25.520
line 406: op1 = -575.49, op2 = 761.91, op = '/', result = -0.755
line 415: op1 = 875.88, op2 = 223.44, op = '+', result = 1099.319
line 412: op1 = 414.55, op2 = -119.87, op = '*', result = -49691.375
line 411: op1 = 61.01, op2 = 514.23, op = '-', result = -453.220
line 413: op1 = 270.44, op2 = 58.39, op = '*', result = 15790.850
line 407: op1 = 47.65, op2 = -56.50, op = '/', result = -0.843
line 416: op1 = 640.23, op2 = 563.78, op = '+', result = 1204.013
line 412: op1 = 414.55, op2 = -119.87, op = '-', result = 534.416
line 414: op1 = -217.87, op2 = -38.90, op = '*', result = 8476.143
line 408: op1 = 144.28, op2 = -86.57, op = '/', result = -1.667
line 417: op1 = -407.01, op2 = 328.74, op = '+', result = -78.272
line 413: op1 = 270.44, op2 = 58.39, op = '-', result = 212.048
line 415: op1 = 875.88, op2 = 223.44, op = '*', result = 195705.755
line 409: op1 = -145.16, op2 = 54.08, op = '/', result = -2.684
line 418: op1 = 137.59, op2 = 152.88, op = '+', result = 290.477
line 414: op1 = -217.87, op2 = -38.90, op = '-', result = -178.963
line 416: op1 = 640.23, op2 = 563.78, op = '*', result = 360950.858
line 410: op1 = 133.98, op2 = 108.46, op = '/', result = 1.235
line 419: op1 = 651.82, op2 = 389.28, op = '+', result = 1041.102
line 415: op1 = 875.88, op2 = 223.44, op = '-', result = 652.442
line 420: op1 = 11.98, op2 = -47.93, op = '+', result = -35.951
line 417: op1 = -407.01, op2 = 328.74, op = '*', result = -133803.117
line 411: op1 = 61.01, op2 = 514.23, op = '/', result = 0.119
line 416: op1 = 640.23, op2 = 563.78, op = '-', result = 76.445
line 421: op1 = 136.93, op2 = 204.34, op = '+', result = 341.276
line 418: op1 = 137.59, op2 = 152.88, op = '*', result = 21035.741
line 412: op1 = 414.55, op2 = -119.87, op = '/', result = -3.458
line 417: op1 = -407.01, op2 = 328.74, op = '-', result = -735.757
line 422: op1 = -588.42, op2 = 137.72, op = '+', result = -450.705
line 419: op1 = 651.82, op2 = 389.28, op = '*', result = 253741.601
line 413: op1 = 270.44, op2 = 58.39, op = '/', result = 4.632
line 418: op1 = 137.59, op2 = 152.88, op = '-', result = -15.288
line 423: op1 = 9.03, op2 = 595.92, op = '+', result = 604.951
line 420: op1 = 11.98, op2 = -47.93, op = '*', result = -574.439
line 414: op1 = -217.87, op2 = -38.90, op = '/', result = 5.600
line 421: op1 = 136.93, op2 = 204.34, op = '*', result = 27981.255
line 419: op1 = 651.82, op2 = 389.28, op = '-', result = 262.539
line 424: op1 = 212.39, op2 = 51.92, op = '+', result = 264.304
line 415: op1 = 875.88, op2 = 223.44, op = '/', result = 3.920
line 422: op1 = -588.42, op2 = 137.72, op = '*', result = -81034.703
line 420: op1 = 11.98, op2 = -47.93, op = '-', result = 59.919
line 425: op1 = 244.60, op2 = -214.02, op = '+', result = 30.575
line 416: op1 = 640.23, op2 = 563.78, op = '/', result = 1.136
line 423: op1 = 9.03, op2 = 595.92, op = '*', result = 5380.649
line 421: op1 = 136.93, op2 = 204.34, op = '-', result = -67.413
line 426: op1 = -519.51, op2 = -621.70, op = '+', result = -1141.208
